,Unnamed: 0,name,id_x,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id_y,uri,track_href,analysis_url,duration_ms,time_signature
284,284,mad woman - the long pond studio sessions,04xrhDrQ2WOW8GLwu7kbc0,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],0.663,0.465,3,-10.463,1,0.0408,0.887,0.000168,0.109,0.346,141.834,audio_features,04xrhDrQ2WOW8GLwu7kbc0,spotify:track:04xrhDrQ2WOW8GLwu7kbc0,https://api.spotify.com/v1/tracks/04xrhDrQ2WOW8GLwu7kbc0,https://api.spotify.com/v1/audio-analysis/04xrhDrQ2WOW8GLwu7kbc0,238333,4
285,285,epiphany - the long pond studio sessions,4yyKppX85ZkmlGOC2toBZA,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],0.524,0.2,1,-13.004,1,0.0274,0.916,0.000392,0.068,0.113,93.87,audio_features,4yyKppX85ZkmlGOC2toBZA,spotify:track:4yyKppX85ZkmlGOC2toBZA,https://api.spotify.com/v1/tracks/4yyKppX85ZkmlGOC2toBZA,https://api.spotify.com/v1/audio-analysis/4yyKppX85ZkmlGOC2toBZA,274880,4
286,286,betty - the long pond studio sessions,1mh5dObNoOvCfHmXnhvDEK,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],0.538,0.316,9,-9.5,0,0.0299,0.841,0.0,0.119,0.518,95.68,audio_features,1mh5dObNoOvCfHmXnhvDEK,spotify:track:1mh5dObNoOvCfHmXnhvDEK,https://api.spotify.com/v1/tracks/1mh5dObNoOvCfHmXnhvDEK,https://api.spotify.com/v1/audio-analysis/1mh5dObNoOvCfHmXnhvDEK,290040,4
287,287,peace - the long pond studio sessions,4YHHz3VIXgNDGdoL9xC1tx,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],0.619,0.344,5,-11.472,1,0.0647,0.93,7.61e-05,0.0734,0.513,149.897,audio_features,4YHHz3VIXgNDGdoL9xC1tx,spotify:track:4YHHz3VIXgNDGdoL9xC1tx,https://api.spotify.com/v1/tracks/4YHHz3VIXgNDGdoL9xC1tx,https://api.spotify.com/v1/audio-analysis/4YHHz3VIXgNDGdoL9xC1tx,214373,4
288,288,hoax - the long pond studio sessions,0QTBsdoJhamY3Aid3fOsOd,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],0.682,0.155,8,-13.083,1,0.0394,0.962,0.0,0.18,0.483,118.832,audio_features,0QTBsdoJhamY3Aid3fOsOd,spotify:track:0QTBsdoJhamY3Aid3fOsOd,https://api.spotify.com/v1/tracks/0QTBsdoJhamY3Aid3fOsOd,https://api.spotify.com/v1/audio-analysis/0QTBsdoJhamY3Aid3fOsOd,221800,4
289,289,the lakes - the long pond studio sessions,6mqyTq948oap5AkyTsd6XF,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],0.606,0.221,2,-11.767,1,0.0468,0.794,0.0,0.0888,0.112,89.844,audio_features,6mqyTq948oap5AkyTsd6XF,spotify:track:6mqyTq948oap5AkyTsd6XF,https://api.spotify.com/v1/tracks/6mqyTq948oap5AkyTsd6XF,https://api.spotify.com/v1/audio-analysis/6mqyTq948oap5AkyTsd6XF,199733,4
290,290,the 1,4pfrrhvplbJZAIsfosGWQP,folklore (deluxe version),0.78,0.361,0,-6.942,1,0.048,0.75,7.14e-06,0.108,0.163,139.902,audio_features,4pfrrhvplbJZAIsfosGWQP,spotify:track:4pfrrhvplbJZAIsfosGWQP,https://api.spotify.com/v1/tracks/4pfrrhvplbJZAIsfosGWQP,https://api.spotify.com/v1/audio-analysis/4pfrrhvplbJZAIsfosGWQP,210240,4
291,291,cardigan,0KRYCBwIpWYFNrXOmXbyUh,folklore (deluxe version),0.612,0.58,0,-8.572,0,0.0419,0.525,0.000414,0.26,0.534,130.045,audio_features,0KRYCBwIpWYFNrXOmXbyUh,spotify:track:0KRYCBwIpWYFNrXOmXbyUh,https://api.spotify.com/v1/tracks/0KRYCBwIpWYFNrXOmXbyUh,https://api.spotify.com/v1/audio-analysis/0KRYCBwIpWYFNrXOmXbyUh,239560,4
292,292,the last great american dynasty,2olxzvoFI9IpxqFeUv7WOX,folklore (deluxe version),0.688,0.653,7,-8.558,1,0.0403,0.481,0.00414,0.106,0.701,147.991,audio_features,2olxzvoFI9IpxqFeUv7WOX,spotify:track:2olxzvoFI9IpxqFeUv7WOX,https://api.spotify.com/v1/tracks/2olxzvoFI9IpxqFeUv7WOX,https://api.spotify.com/v1/audio-analysis/2olxzvoFI9IpxqFeUv7WOX,231000,4
293,293,exile (feat. Bon Iver),5S4aYQAJOwJMAamANWlICO,folklore (deluxe version),0.31,0.374,6,-8.464,1,0.0275,0.761,2.46e-05,0.11,0.16,75.938,audio_features,5S4aYQAJOwJMAamANWlICO,spotify:track:5S4aYQAJOwJMAamANWlICO,https://api.spotify.com/v1/tracks/5S4aYQAJOwJMAamANWlICO,https://api.spotify.com/v1/audio-analysis/5S4aYQAJOwJMAamANWlICO,285640,4
294,294,my tears ricochet,5P2bHCDM2tsgIaYWsZMhu5,folklore (deluxe version),0.456,0.265,0,-10.663,1,0.0328,0.814,0.0,0.0679,0.112,129.947,audio_features,5P2bHCDM2tsgIaYWsZMhu5,spotify:track:5P2bHCDM2tsgIaYWsZMhu5,https://api.spotify.com/v1/tracks/5P2bHCDM2tsgIaYWsZMhu5,https://api.spotify.com/v1/audio-analysis/5P2bHCDM2tsgIaYWsZMhu5,255893,4
295,295,mirrorball,2I8YAEA1VmCuP1wkJHMpTw,folklore (deluxe version),0.549,0.417,7,-10.064,1,0.035,0.686,1.9e-06,0.0604,0.347,110.137,audio_features,2I8YAEA1VmCuP1wkJHMpTw,spotify:track:2I8YAEA1VmCuP1wkJHMpTw,https://api.spotify.com/v1/tracks/2I8YAEA1VmCuP1wkJHMpTw,https://api.spotify.com/v1/audio-analysis/2I8YAEA1VmCuP1wkJHMpTw,208973,4
296,296,seven,76mOLcXOjOEhyY4mMF1l3r,folklore (deluxe version),0.602,0.494,4,-10.813,1,0.0277,0.888,2.59e-05,0.0902,0.374,94.955,audio_features,76mOLcXOjOEhyY4mMF1l3r,spotify:track:76mOLcXOjOEhyY4mMF1l3r,https://api.spotify.com/v1/tracks/76mOLcXOjOEhyY4mMF1l3r,https://api.spotify.com/v1/audio-analysis/76mOLcXOjOEhyY4mMF1l3r,208907,4
297,297,august,6nK2pIKFcRc5frrZKHgsiT,folklore (deluxe version),0.387,0.634,5,-9.222,1,0.0363,0.553,6.93e-05,0.0931,0.42,89.567,audio_features,6nK2pIKFcRc5frrZKHgsiT,spotify:track:6nK2pIKFcRc5frrZKHgsiT,https://api.spotify.com/v1/tracks/6nK2pIKFcRc5frrZKHgsiT,https://api.spotify.com/v1/audio-analysis/6nK2pIKFcRc5frrZKHgsiT,261920,4
298,298,this is me trying,7cm50Lw03k6VvRauJtkyTj,folklore (deluxe version),0.511,0.478,9,-9.837,1,0.0322,0.312,2.3e-05,0.147,0.408,135.882,audio_features,7cm50Lw03k6VvRauJtkyTj,spotify:track:7cm50Lw03k6VvRauJtkyTj,https://api.spotify.com/v1/tracks/7cm50Lw03k6VvRauJtkyTj,https://api.spotify.com/v1/audio-analysis/7cm50Lw03k6VvRauJtkyTj,195107,4
299,299,illicit affairs,6DrLROM5MG9bxWHeEG5elq,folklore (deluxe version),0.529,0.304,10,-10.567,1,0.0356,0.862,0.0,0.108,0.44,119.58,audio_features,6DrLROM5MG9bxWHeEG5elq,spotify:track:6DrLROM5MG9bxWHeEG5elq,https://api.spotify.com/v1/tracks/6DrLROM5MG9bxWHeEG5elq,https://api.spotify.com/v1/audio-analysis/6DrLROM5MG9bxWHeEG5elq,190893,4
300,300,invisible string,2ehRU518I0hYqMGQnk4lDY,folklore (deluxe version),0.651,0.459,4,-11.128,0,0.0507,0.859,6.63e-05,0.105,0.454,83.455,audio_features,2ehRU518I0hYqMGQnk4lDY,spotify:track:2ehRU518I0hYqMGQnk4lDY,https://api.spotify.com/v1/tracks/2ehRU518I0hYqMGQnk4lDY,https://api.spotify.com/v1/audio-analysis/2ehRU518I0hYqMGQnk4lDY,252880,4
301,301,mad woman,0RP1kqoSPkVXsKiQNhMKzV,folklore (deluxe version),0.593,0.7,3,-9.016,1,0.0492,0.67,6.77e-06,0.116,0.451,141.898,audio_features,0RP1kqoSPkVXsKiQNhMKzV,spotify:track:0RP1kqoSPkVXsKiQNhMKzV,https://api.spotify.com/v1/tracks/0RP1kqoSPkVXsKiQNhMKzV,https://api.spotify.com/v1/audio-analysis/0RP1kqoSPkVXsKiQNhMKzV,237267,4
302,302,epiphany,1EXa37LpSvi3OQ9UYQ28rD,folklore (deluxe version),0.317,0.254,1,-13.679,1,0.0286,0.727,0.000326,0.0867,0.103,93.933,audio_features,1EXa37LpSvi3OQ9UYQ28rD,spotify:track:1EXa37LpSvi3OQ9UYQ28rD,https://api.spotify.com/v1/tracks/1EXa37LpSvi3OQ9UYQ28rD,https://api.spotify.com/v1/audio-analysis/1EXa37LpSvi3OQ9UYQ28rD,289747,4
303,303,betty,3IhtE4fkytdrtEfV34UzkD,folklore (deluxe version),0.595,0.376,0,-8.767,1,0.0256,0.589,0.0,0.0989,0.476,95.946,audio_features,3IhtE4fkytdrtEfV34UzkD,spotify:track:3IhtE4fkytdrtEfV34UzkD,https://api.spotify.com/v1/tracks/3IhtE4fkytdrtEfV34UzkD,https://api.spotify.com/v1/audio-analysis/3IhtE4fkytdrtEfV34UzkD,294520,4
304,304,peace,6JlI8Ay77m4nJvZTHvfT1J,folklore (deluxe version),0.644,0.284,5,-12.879,1,0.0821,0.916,1.5e-05,0.0909,0.328,150.072,audio_features,6JlI8Ay77m4nJvZTHvfT1J,spotify:track:6JlI8Ay77m4nJvZTHvfT1J,https://api.spotify.com/v1/tracks/6JlI8Ay77m4nJvZTHvfT1J,https://api.spotify.com/v1/audio-analysis/6JlI8Ay77m4nJvZTHvfT1J,234000,4
305,305,hoax,0YeDG5HnKnG7jpArkzsSPa,folklore (deluxe version),0.676,0.178,8,-15.01,1,0.0394,0.964,7.9e-06,0.135,0.404,118.84,audio_features,0YeDG5HnKnG7jpArkzsSPa,spotify:track:0YeDG5HnKnG7jpArkzsSPa,https://api.spotify.com/v1/tracks/0YeDG5HnKnG7jpArkzsSPa,https://api.spotify.com/v1/audio-analysis/0YeDG5HnKnG7jpArkzsSPa,220040,4
306,306,the lakes - bonus track,0eFQWVz0qIxDOvhLpZ40P7,folklore (deluxe version),0.313,0.258,2,-11.532,1,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,audio_features,0eFQWVz0qIxDOvhLpZ40P7,spotify:track:0eFQWVz0qIxDOvhLpZ40P7,https://api.spotify.com/v1/tracks/0eFQWVz0qIxDOvhLpZ40P7,https://api.spotify.com/v1/audio-analysis/0eFQWVz0qIxDOvhLpZ40P7,211813,4
307,307,the 1,0Jlcvv8IykzHaSmj49uNW8,folklore,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.884,audio_features,0Jlcvv8IykzHaSmj49uNW8,spotify:track:0Jlcvv8IykzHaSmj49uNW8,https://api.spotify.com/v1/tracks/0Jlcvv8IykzHaSmj49uNW8,https://api.spotify.com/v1/audio-analysis/0Jlcvv8IykzHaSmj49uNW8,210252,4
308,308,cardigan,4R2kfaDFhslZEMJqAFNpdd,folklore,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,audio_features,4R2kfaDFhslZEMJqAFNpdd,spotify:track:4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd,239560,4
309,309,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,folklore,0.686,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,audio_features,2Eeur20xVqfUoM3Q7EFPFt,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,https://api.spotify.com/v1/tracks/2Eeur20xVqfUoM3Q7EFPFt,https://api.spotify.com/v1/audio-analysis/2Eeur20xVqfUoM3Q7EFPFt,230999,4
310,310,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,folklore,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,audio_features,4pvb0WLRcMtbPGmtejJJ6y,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/tracks/4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/audio-analysis/4pvb0WLRcMtbPGmtejJJ6y,285634,4
311,311,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,folklore,0.469,0.263,0,-10.63,1,0.0329,0.806,0.0,0.0749,0.112,129.86,audio_features,1MgV7FIyNxIG7WzMRJV5HC,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,https://api.spotify.com/v1/tracks/1MgV7FIyNxIG7WzMRJV5HC,https://api.spotify.com/v1/audio-analysis/1MgV7FIyNxIG7WzMRJV5HC,255894,4
312,312,mirrorball,0ZNU020wNYvgW84iljPkPP,folklore,0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,audio_features,0ZNU020wNYvgW84iljPkPP,spotify:track:0ZNU020wNYvgW84iljPkPP,https://api.spotify.com/v1/tracks/0ZNU020wNYvgW84iljPkPP,https://api.spotify.com/v1/audio-analysis/0ZNU020wNYvgW84iljPkPP,208978,4
313,313,seven,6KJqZcs9XDgVck7Lg9QOTC,folklore,0.596,0.488,4,-10.769,1,0.0274,0.9,2.7e-05,0.091,0.415,94.922,audio_features,6KJqZcs9XDgVck7Lg9QOTC,spotify:track:6KJqZcs9XDgVck7Lg9QOTC,https://api.spotify.com/v1/tracks/6KJqZcs9XDgVck7Lg9QOTC,https://api.spotify.com/v1/audio-analysis/6KJqZcs9XDgVck7Lg9QOTC,208907,4
314,314,august,3hUxzQpSfdDqwM3ZTFQY0K,folklore,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,audio_features,3hUxzQpSfdDqwM3ZTFQY0K,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,261923,4
315,315,this is me trying,7kt9e9LFSpN1zQtYEl19o1,folklore,0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,audio_features,7kt9e9LFSpN1zQtYEl19o1,spotify:track:7kt9e9LFSpN1zQtYEl19o1,https://api.spotify.com/v1/tracks/7kt9e9LFSpN1zQtYEl19o1,https://api.spotify.com/v1/audio-analysis/7kt9e9LFSpN1zQtYEl19o1,195097,4
316,316,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,folklore,0.559,0.31,10,-10.445,1,0.0338,0.881,0.0,0.106,0.46,119.845,audio_features,2NmsngXHeC1GQ9wWrzhOMf,spotify:track:2NmsngXHeC1GQ9wWrzhOMf,https://api.spotify.com/v1/tracks/2NmsngXHeC1GQ9wWrzhOMf,https://api.spotify.com/v1/audio-analysis/2NmsngXHeC1GQ9wWrzhOMf,190898,4
317,317,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,folklore,0.653,0.452,4,-11.143,0,0.055,0.838,7.73e-05,0.108,0.45,83.433,audio_features,6VsvKPJ4xjVNKpI8VVZ3SV,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,https://api.spotify.com/v1/tracks/6VsvKPJ4xjVNKpI8VVZ3SV,https://api.spotify.com/v1/audio-analysis/6VsvKPJ4xjVNKpI8VVZ3SV,252881,4
318,318,mad woman,2QDyYdZyhlP2fp79KZX8Bi,folklore,0.592,0.699,3,-8.995,1,0.0471,0.655,1.68e-05,0.114,0.506,141.916,audio_features,2QDyYdZyhlP2fp79KZX8Bi,spotify:track:2QDyYdZyhlP2fp79KZX8Bi,https://api.spotify.com/v1/tracks/2QDyYdZyhlP2fp79KZX8Bi,https://api.spotify.com/v1/audio-analysis/2QDyYdZyhlP2fp79KZX8Bi,237258,4
319,319,epiphany,08fa9LFcFBTcilB3iq2e2A,folklore,0.175,0.267,1,-13.69,1,0.0302,0.731,0.000402,0.0858,0.106,94.203,audio_features,08fa9LFcFBTcilB3iq2e2A,spotify:track:08fa9LFcFBTcilB3iq2e2A,https://api.spotify.com/v1/tracks/08fa9LFcFBTcilB3iq2e2A,https://api.spotify.com/v1/audio-analysis/08fa9LFcFBTcilB3iq2e2A,289749,4
320,320,betty,5kI4eCXXzyuIUXjQra0Cxi,folklore,0.593,0.377,0,-8.761,1,0.0253,0.6,0.0,0.0976,0.502,95.939,audio_features,5kI4eCXXzyuIUXjQra0Cxi,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,https://api.spotify.com/v1/tracks/5kI4eCXXzyuIUXjQra0Cxi,https://api.spotify.com/v1/audio-analysis/5kI4eCXXzyuIUXjQra0Cxi,294521,4
321,321,peace,7MbT4I8qGntX4fMdqMQgke,folklore,0.647,0.272,5,-12.906,1,0.0916,0.918,1.73e-05,0.0918,0.339,150.044,audio_features,7MbT4I8qGntX4fMdqMQgke,spotify:track:7MbT4I8qGntX4fMdqMQgke,https://api.spotify.com/v1/tracks/7MbT4I8qGntX4fMdqMQgke,https://api.spotify.com/v1/audio-analysis/7MbT4I8qGntX4fMdqMQgke,234000,4
322,322,hoax,6MWoRt97mnSTXZhu3ggi9C,folklore,0.662,0.181,8,-15.065,1,0.0415,0.966,3.86e-06,0.133,0.429,118.819,audio_features,6MWoRt97mnSTXZhu3ggi9C,spotify:track:6MWoRt97mnSTXZhu3ggi9C,https://api.spotify.com/v1/tracks/6MWoRt97mnSTXZhu3ggi9C,https://api.spotify.com/v1/audio-analysis/6MWoRt97mnSTXZhu3ggi9C,220043,4
323,323,I Forgot That You Existed,43rA71bccXFGD4C8GOpIlN,Lover,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,audio_features,43rA71bccXFGD4C8GOpIlN,spotify:track:43rA71bccXFGD4C8GOpIlN,https://api.spotify.com/v1/tracks/43rA71bccXFGD4C8GOpIlN,https://api.spotify.com/v1/audio-analysis/43rA71bccXFGD4C8GOpIlN,170640,4
324,324,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Lover,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427,4
325,325,Lover,1dGr1c8CrMLDpV6mPbImSI,Lover,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,audio_features,1dGr1c8CrMLDpV6mPbImSI,spotify:track:1dGr1c8CrMLDpV6mPbImSI,https://api.spotify.com/v1/tracks/1dGr1c8CrMLDpV6mPbImSI,https://api.spotify.com/v1/audio-analysis/1dGr1c8CrMLDpV6mPbImSI,221307,4
326,326,The Man,3RauEVgRgj1IuWdJ9fDs70,Lover,0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,audio_features,3RauEVgRgj1IuWdJ9fDs70,spotify:track:3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/tracks/3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/audio-analysis/3RauEVgRgj1IuWdJ9fDs70,190360,4
327,327,The Archer,3pHkh7d0lzM2AldUtz2x37,Lover,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,audio_features,3pHkh7d0lzM2AldUtz2x37,spotify:track:3pHkh7d0lzM2AldUtz2x37,https://api.spotify.com/v1/tracks/3pHkh7d0lzM2AldUtz2x37,https://api.spotify.com/v1/audio-analysis/3pHkh7d0lzM2AldUtz2x37,211240,4
328,328,I Think He Knows,2YWtcWi3a83pdEg3Gif4Pd,Lover,0.897,0.366,0,-8.029,1,0.0569,0.00889,0.000353,0.0715,0.416,100.003,audio_features,2YWtcWi3a83pdEg3Gif4Pd,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,https://api.spotify.com/v1/tracks/2YWtcWi3a83pdEg3Gif4Pd,https://api.spotify.com/v1/audio-analysis/2YWtcWi3a83pdEg3Gif4Pd,173387,4
329,329,Miss Americana & The Heartbreak Prince,214nt20w5wOxJnY462klLw,Lover,0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,audio_features,214nt20w5wOxJnY462klLw,spotify:track:214nt20w5wOxJnY462klLw,https://api.spotify.com/v1/tracks/214nt20w5wOxJnY462klLw,https://api.spotify.com/v1/audio-analysis/214nt20w5wOxJnY462klLw,234147,4
330,330,Paper Rings,4y5bvROuBDPr5fuwXbIBZR,Lover,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,audio_features,4y5bvROuBDPr5fuwXbIBZR,spotify:track:4y5bvROuBDPr5fuwXbIBZR,https://api.spotify.com/v1/tracks/4y5bvROuBDPr5fuwXbIBZR,https://api.spotify.com/v1/audio-analysis/4y5bvROuBDPr5fuwXbIBZR,222400,4
331,331,Cornelia Street,12M5uqx0ZuwkpLp5rJim1a,Lover,0.824,0.624,0,-9.728,1,0.0827,0.781,0.000189,0.1,0.248,102.012,audio_features,12M5uqx0ZuwkpLp5rJim1a,spotify:track:12M5uqx0ZuwkpLp5rJim1a,https://api.spotify.com/v1/tracks/12M5uqx0ZuwkpLp5rJim1a,https://api.spotify.com/v1/audio-analysis/12M5uqx0ZuwkpLp5rJim1a,287267,4
332,332,Death By A Thousand Cuts,2dgFqt3w9xIQRjhPtwNk3D,Lover,0.712,0.732,4,-6.754,1,0.0629,0.454,0.0,0.319,0.313,94.071,audio_features,2dgFqt3w9xIQRjhPtwNk3D,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,https://api.spotify.com/v1/tracks/2dgFqt3w9xIQRjhPtwNk3D,https://api.spotify.com/v1/audio-analysis/2dgFqt3w9xIQRjhPtwNk3D,198533,4
333,333,London Boy,1LLXZFeAHK9R4xUramtUKw,Lover,0.695,0.71,1,-6.639,1,0.05,0.0246,0.000104,0.133,0.557,157.925,audio_features,1LLXZFeAHK9R4xUramtUKw,spotify:track:1LLXZFeAHK9R4xUramtUKw,https://api.spotify.com/v1/tracks/1LLXZFeAHK9R4xUramtUKw,https://api.spotify.com/v1/audio-analysis/1LLXZFeAHK9R4xUramtUKw,190240,4
334,334,Soon You’ll Get Better (feat. The Chicks),4AYtqFyFbX0Xkc2wtcygTr,Lover,0.433,0.182,0,-12.566,1,0.0641,0.907,0.0,0.123,0.421,207.476,audio_features,4AYtqFyFbX0Xkc2wtcygTr,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,https://api.spotify.com/v1/tracks/4AYtqFyFbX0Xkc2wtcygTr,https://api.spotify.com/v1/audio-analysis/4AYtqFyFbX0Xkc2wtcygTr,201587,4
335,335,False God,5hQSXkFgbxjZo9uCwd11so,Lover,0.739,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.351,79.97,audio_features,5hQSXkFgbxjZo9uCwd11so,spotify:track:5hQSXkFgbxjZo9uCwd11so,https://api.spotify.com/v1/tracks/5hQSXkFgbxjZo9uCwd11so,https://api.spotify.com/v1/audio-analysis/5hQSXkFgbxjZo9uCwd11so,200307,4
336,336,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,Lover,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,audio_features,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/tracks/6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5,171360,4
337,337,Afterglow,1SymEzIT3H8UZfibCs3TYi,Lover,0.756,0.449,9,-8.746,1,0.0344,0.13,0.0,0.114,0.399,111.011,audio_features,1SymEzIT3H8UZfibCs3TYi,spotify:track:1SymEzIT3H8UZfibCs3TYi,https://api.spotify.com/v1/tracks/1SymEzIT3H8UZfibCs3TYi,https://api.spotify.com/v1/audio-analysis/1SymEzIT3H8UZfibCs3TYi,223293,4
338,338,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,Lover,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,audio_features,2Rk4JlNc2TPmZe2af99d45,spotify:track:2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/tracks/2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/audio-analysis/2Rk4JlNc2TPmZe2af99d45,193000,4
339,339,It’s Nice To Have A Friend,1SmiQ65iSAbPto6gPFlBYm,Lover,0.737,0.175,10,-9.912,1,0.0401,0.971,0.000337,0.171,0.545,70.008,audio_features,1SmiQ65iSAbPto6gPFlBYm,spotify:track:1SmiQ65iSAbPto6gPFlBYm,https://api.spotify.com/v1/tracks/1SmiQ65iSAbPto6gPFlBYm,https://api.spotify.com/v1/audio-analysis/1SmiQ65iSAbPto6gPFlBYm,150440,4
340,340,Daylight,1fzAuUVbzlhZ1lJAx9PtY6,Lover,0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,audio_features,1fzAuUVbzlhZ1lJAx9PtY6,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,https://api.spotify.com/v1/tracks/1fzAuUVbzlhZ1lJAx9PtY6,https://api.spotify.com/v1/audio-analysis/1fzAuUVbzlhZ1lJAx9PtY6,293453,4
341,341,...Ready For It?,2yLa0QULdQr0qAIvVwN6B5,reputation,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,audio_features,2yLa0QULdQr0qAIvVwN6B5,spotify:track:2yLa0QULdQr0qAIvVwN6B5,https://api.spotify.com/v1/tracks/2yLa0QULdQr0qAIvVwN6B5,https://api.spotify.com/v1/audio-analysis/2yLa0QULdQr0qAIvVwN6B5,208187,4
342,342,End Game,2x0WlnmfG39ZuDmstl9xfX,reputation,0.649,0.589,2,-6.237,1,0.0558,0.00845,0.0,0.108,0.151,159.073,audio_features,2x0WlnmfG39ZuDmstl9xfX,spotify:track:2x0WlnmfG39ZuDmstl9xfX,https://api.spotify.com/v1/tracks/2x0WlnmfG39ZuDmstl9xfX,https://api.spotify.com/v1/audio-analysis/2x0WlnmfG39ZuDmstl9xfX,244827,4
343,343,I Did Something Bad,4svZDCRz4cJoneBpjpx8DJ,reputation,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,audio_features,4svZDCRz4cJoneBpjpx8DJ,spotify:track:4svZDCRz4cJoneBpjpx8DJ,https://api.spotify.com/v1/tracks/4svZDCRz4cJoneBpjpx8DJ,https://api.spotify.com/v1/audio-analysis/4svZDCRz4cJoneBpjpx8DJ,238253,4
344,344,Don’t Blame Me,1R0a2iXumgCiFb7HEZ7gUE,reputation,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,audio_features,1R0a2iXumgCiFb7HEZ7gUE,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,https://api.spotify.com/v1/tracks/1R0a2iXumgCiFb7HEZ7gUE,https://api.spotify.com/v1/audio-analysis/1R0a2iXumgCiFb7HEZ7gUE,236413,4
